Year,City,State,City & State,Month,Date,Total Sales,Total Value,Median Price,Total Listings,Months to Sell All
2007,Fort Worth,Texas,"Fort Worth, TX",October,2007-10-01,923,136771604,116800,6142,6.2
2007,Fort Worth,Texas,"Fort Worth, TX",November,2007-11-01,795,113157402,118600,5930,6.1
2007,Fort Worth,Texas,"Fort Worth, TX",December,2007-12-01,789,111512957,119600,5509,5.7
2007,Galveston,Texas,"Galveston, TX",January,2007-01-01,58,13500000,168000,1554,16
2007,Galveston,Texas,"Galveston, TX",February,2007-02-01,89,21580000,190000,1311,13.4
2007,Galveston,Texas,"Galveston, TX",March,2007-03-01,94,23605000,195000,1580,16.4
2007,Galveston,Texas,"Galveston, TX",April,2007-04-01,99,21020000,163300,1726,18.3
2007,Galveston,Texas,"Galveston, TX",May,2007-05-01,144,31350000,168000,1942,20.7
2007,Galveston,Texas,"Galveston, TX",June,2007-06-01,133,28815000,174400,1964,20.8
2007,Galveston,Texas,"Galveston, TX",July,2007-07-01,116,25395000,163300,1739,18.3
2007,Galveston,Texas,"Galveston, TX",August,2007-08-01,102,21480000,182200,1562,16.4
2007,Galveston,Texas,"Galveston, TX",September,2007-09-01,93,20855000,165000,1757,18.5
2007,Galveston,Texas,"Galveston, TX",October,2007-10-01,85,20970000,192500,1668,17.6
2007,Galveston,Texas,"Galveston, TX",November,2007-11-01,80,16640000,176000,1600,16.6
2007,Galveston,Texas,"Galveston, TX",December,2007-12-01,64,13470000,171400,1556,16.1
2007,Garland,Texas,"Garland, TX",January,2007-01-01,139,17071934,110500,1297,5.6
2007,Garland,Texas,"Garland, TX",February,2007-02-01,162,19836702,108800,1311,5.7
2007,Garland,Texas,"Garland, TX",March,2007-03-01,241,29558304,105000,1438,6.2
2007,Garland,Texas,"Garland, TX",April,2007-04-01,203,26275230,108700,1518,6.7
2007,Garland,Texas,"Garland, TX",May,2007-05-01,273,35405310,113500,1457,6.4
2007,Garland,Texas,"Garland, TX",June,2007-06-01,273,34830015,112400,1418,6.3
2007,Garland,Texas,"Garland, TX",July,2007-07-01,246,30077431,110000,1419,6.3
2007,Garland,Texas,"Garland, TX",August,2007-08-01,230,28412005,109000,1408,6.3
2007,Garland,Texas,"Garland, TX",September,2007-09-01,151,18040082,105900,1379,6.4
2007,Garland,Texas,"Garland, TX",October,2007-10-01,176,20784576,104800,1304,6.2
2007,Garland,Texas,"Garland, TX",November,2007-11-01,205,22697297,96900,1266,6.1
2007,Garland,Texas,"Garland, TX",December,2007-12-01,171,18910881,101200,1109,5.4
2007,Harlingen,Texas,"Harlingen, TX",January,2007-01-01,77,8025000,87900,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",February,2007-02-01,68,8305000,110000,796,10
2007,Harlingen,Texas,"Harlingen, TX",March,2007-03-01,102,10170000,84000,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",April,2007-04-01,100,10630000,85000,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",May,2007-05-01,116,10450000,64400,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",June,2007-06-01,118,14250000,87000,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",July,2007-07-01,88,10065000,90000,1800,19.8
2007,Harlingen,Texas,"Harlingen, TX",August,2007-08-01,124,15445000,91200,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",September,2007-09-01,81,9405000,93600,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",October,2007-10-01,89,10050000,81000,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",November,2007-11-01,81,9340000,98300,NA,NA
2007,Harlingen,Texas,"Harlingen, TX",December,2007-12-01,95,12120000,91200,NA,NA
2007,Houston,Texas,"Houston, TX",January,2007-01-01,4645,829875082,141500,35809,5.3
2007,Houston,Texas,"Houston, TX",February,2007-02-01,5525,1069620954,147200,36443,5.4
2007,Houston,Texas,"Houston, TX",March,2007-03-01,6775,1371736948,151500,38552,5.7
2007,Houston,Texas,"Houston, TX",April,2007-04-01,6809,1374714520,149300,40486,6
2007,Houston,Texas,"Houston, TX",May,2007-05-01,7925,1662459290,154200,41864,6.2
2007,Houston,Texas,"Houston, TX",June,2007-06-01,7947,1704841459,158900,42766,6.4
2007,Houston,Texas,"Houston, TX",July,2007-07-01,7551,1559002866,154800,42919,6.4
2007,Houston,Texas,"Houston, TX",August,2007-08-01,7856,1651039958,157300,43107,6.4
2007,Houston,Texas,"Houston, TX",September,2007-09-01,5581,1116470024,149900,43038,6.5
2007,Houston,Texas,"Houston, TX",October,2007-10-01,5848,1143651372,146500,42332,6.4
2007,Houston,Texas,"Houston, TX",November,2007-11-01,5515,1098384062,148900,41069,6.3
2007,Houston,Texas,"Houston, TX",December,2007-12-01,5691,1207940109,154700,39100,6
2007,Irving,Texas,"Irving, TX",January,2007-01-01,100,15973018,130000,849,6.4
2007,Irving,Texas,"Irving, TX",February,2007-02-01,138,23703750,135600,862,6.4
2007,Irving,Texas,"Irving, TX",March,2007-03-01,168,29493918,132500,915,6.7
2007,Irving,Texas,"Irving, TX",April,2007-04-01,146,27255778,135800,971,7
2007,Irving,Texas,"Irving, TX",May,2007-05-01,170,30905020,132300,974,6.9
2007,Irving,Texas,"Irving, TX",June,2007-06-01,166,31177830,145900,1006,7.1
2007,Irving,Texas,"Irving, TX",July,2007-07-01,169,34836077,155800,1034,7.2
2007,Irving,Texas,"Irving, TX",August,2007-08-01,172,33212753,151100,1090,7.5
2007,Irving,Texas,"Irving, TX",September,2007-09-01,121,22268829,143000,1056,7.3
2007,Irving,Texas,"Irving, TX",October,2007-10-01,120,22655123,147300,1040,7.2
2007,Irving,Texas,"Irving, TX",November,2007-11-01,121,21290367,137500,975,6.8
2007,Irving,Texas,"Irving, TX",December,2007-12-01,106,21708272,193300,895,6.3
2007,Kerrville,Texas,"Kerrville, TX",January,2007-01-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",February,2007-02-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",March,2007-03-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",April,2007-04-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",May,2007-05-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",June,2007-06-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",July,2007-07-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",August,2007-08-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",September,2007-09-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",October,2007-10-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",November,2007-11-01,NA,NA,NA,NA,NA
2007,Kerrville,Texas,"Kerrville, TX",December,2007-12-01,NA,NA,NA,NA,NA
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",January,2007-01-01,208,24980000,110000,NA,NA
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",February,2007-02-01,238,28830000,110500,NA,NA
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",March,2007-03-01,304,36490000,111300,NA,NA
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",April,2007-04-01,255,30820000,113900,NA,NA
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",May,2007-05-01,395,51435000,116100,2076,6.9
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",June,2007-06-01,339,43125000,117800,2102,7.1
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",July,2007-07-01,281,36655000,119800,2100,7.2
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",August,2007-08-01,365,46480000,115900,1634,5.6
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",September,2007-09-01,194,24040000,116700,2073,7.3
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",October,2007-10-01,286,37580000,122900,1363,4.8
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",November,2007-11-01,240,29350000,113300,1759,6.2
2007,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",December,2007-12-01,206,26430000,124300,1667,6
2007,Laredo,Texas,"Laredo, TX",January,2007-01-01,67,10207345,130000,NA,NA
2007,Laredo,Texas,"Laredo, TX",February,2007-02-01,69,10899321,133800,NA,NA
2007,Laredo,Texas,"Laredo, TX",March,2007-03-01,95,13990359,129100,NA,NA
2007,Laredo,Texas,"Laredo, TX",April,2007-04-01,87,14985848,153800,NA,NA
2007,Laredo,Texas,"Laredo, TX",May,2007-05-01,111,15058318,118200,NA,NA
2007,Laredo,Texas,"Laredo, TX",June,2007-06-01,109,17329145,142500,NA,NA
2007,Laredo,Texas,"Laredo, TX",July,2007-07-01,75,12605836,138800,NA,NA
2007,Laredo,Texas,"Laredo, TX",August,2007-08-01,102,15332545,135000,NA,NA
2007,Laredo,Texas,"Laredo, TX",September,2007-09-01,87,14377973,150800,NA,NA
2007,Laredo,Texas,"Laredo, TX",October,2007-10-01,94,13828337,136400,NA,NA
2007,Laredo,Texas,"Laredo, TX",November,2007-11-01,85,13635932,140900,NA,NA
2007,Laredo,Texas,"Laredo, TX",December,2007-12-01,74,10755379,122000,NA,NA
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",January,2007-01-01,143,17710000,111200,1128,5
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",February,2007-02-01,204,25200000,110400,1023,4.5
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",March,2007-03-01,223,31340000,123600,1220,5.5
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",April,2007-04-01,265,41980000,135600,1223,5.4
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",May,2007-05-01,265,37495000,126100,1300,5.7
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",June,2007-06-01,260,38395000,126500,1312,5.8
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",July,2007-07-01,251,36715000,130500,1320,5.8
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",August,2007-08-01,267,38115000,119700,1194,5.2
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",September,2007-09-01,160,21850000,122400,1370,6.1
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",October,2007-10-01,204,26850000,120000,1320,6
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",November,2007-11-01,196,26115000,125000,1306,5.9
2007,Longview-Marshall,Texas,"Longview-Marshall, TX",December,2007-12-01,151,19850000,120600,1238,5.7
2007,Lubbock,Texas,"Lubbock, TX",January,2007-01-01,193,23880000,101000,1633,5.9
2007,Lubbock,Texas,"Lubbock, TX",February,2007-02-01,237,30730000,103600,1661,5.9
2007,Lubbock,Texas,"Lubbock, TX",March,2007-03-01,327,43695000,102400,1636,5.8
2007,Lubbock,Texas,"Lubbock, TX",April,2007-04-01,285,33760000,100300,1681,5.9
2007,Lubbock,Texas,"Lubbock, TX",May,2007-05-01,380,46560000,101800,1732,6
2007,Lubbock,Texas,"Lubbock, TX",June,2007-06-01,373,48930000,107200,1833,6.3
2007,Lubbock,Texas,"Lubbock, TX",July,2007-07-01,385,52710000,111900,1907,6.6
2007,Lubbock,Texas,"Lubbock, TX",August,2007-08-01,353,46235000,104900,1894,6.5
2007,Lubbock,Texas,"Lubbock, TX",September,2007-09-01,214,26225000,97900,1873,6.5
2007,Lubbock,Texas,"Lubbock, TX",October,2007-10-01,252,34970000,109400,1813,6.3
2007,Lubbock,Texas,"Lubbock, TX",November,2007-11-01,258,32910000,100000,1700,5.9
2007,Lubbock,Texas,"Lubbock, TX",December,2007-12-01,228,29050000,101200,1558,5.4
2007,Lufkin,Texas,"Lufkin, TX",January,2007-01-01,59,7445000,121100,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",February,2007-02-01,47,5670000,102500,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",March,2007-03-01,54,5650000,92500,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",April,2007-04-01,65,7500000,105000,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",May,2007-05-01,76,8975000,120000,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",June,2007-06-01,86,10335000,95700,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",July,2007-07-01,71,9635000,87900,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",August,2007-08-01,68,8735000,102900,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",September,2007-09-01,54,7685000,116000,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",October,2007-10-01,73,9015000,98800,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",November,2007-11-01,63,7720000,108800,NA,NA
2007,Lufkin,Texas,"Lufkin, TX",December,2007-12-01,38,3945000,82500,NA,NA
2007,McAllen,Texas,"McAllen, TX",January,2007-01-01,170,22155000,107500,NA,NA
2007,McAllen,Texas,"McAllen, TX",February,2007-02-01,167,21600000,110700,NA,NA
2007,McAllen,Texas,"McAllen, TX",March,2007-03-01,231,28985000,102400,NA,NA
2007,McAllen,Texas,"McAllen, TX",April,2007-04-01,208,25640000,96700,NA,NA
2007,McAllen,Texas,"McAllen, TX",May,2007-05-01,231,29035000,106200,NA,NA
2007,McAllen,Texas,"McAllen, TX",June,2007-06-01,161,22220000,123900,NA,NA
2007,McAllen,Texas,"McAllen, TX",July,2007-07-01,176,24615000,123200,NA,NA
2007,McAllen,Texas,"McAllen, TX",August,2007-08-01,207,29645000,124200,NA,NA
2007,McAllen,Texas,"McAllen, TX",September,2007-09-01,184,23220000,99000,NA,NA
2007,McAllen,Texas,"McAllen, TX",October,2007-10-01,202,27635000,117100,NA,NA
2007,McAllen,Texas,"McAllen, TX",November,2007-11-01,163,22900000,114600,NA,NA
2007,McAllen,Texas,"McAllen, TX",December,2007-12-01,186,24115000,106300,2573,13.5
2007,Midland,Texas,"Midland, TX",January,2007-01-01,100,18560000,150600,242,1.6
2007,Midland,Texas,"Midland, TX",February,2007-02-01,139,20760000,135600,249,1.6
2007,Midland,Texas,"Midland, TX",March,2007-03-01,162,27370000,148600,246,1.6
2007,Midland,Texas,"Midland, TX",April,2007-04-01,150,25265000,151100,235,1.5
2007,Midland,Texas,"Midland, TX",May,2007-05-01,170,31585000,163600,267,1.7
2007,Midland,Texas,"Midland, TX",June,2007-06-01,187,36145000,171500,254,1.7
2007,Midland,Texas,"Midland, TX",July,2007-07-01,186,33890000,156900,263,1.7
2007,Midland,Texas,"Midland, TX",August,2007-08-01,175,34525000,167500,279,1.8
2007,Midland,Texas,"Midland, TX",September,2007-09-01,151,29030000,167900,287,1.9
2007,Midland,Texas,"Midland, TX",October,2007-10-01,147,27130000,167600,301,2
2007,Midland,Texas,"Midland, TX",November,2007-11-01,138,24105000,152500,332,2.2
2007,Midland,Texas,"Midland, TX",December,2007-12-01,113,23610000,186000,346,2.3
2007,Montgomery County,Texas,"Montgomery County, TX",January,2007-01-01,501,104120412,157200,3400,4.8
2007,Montgomery County,Texas,"Montgomery County, TX",February,2007-02-01,592,126802093,159000,3505,4.9
2007,Montgomery County,Texas,"Montgomery County, TX",March,2007-03-01,715,159985312,166700,3676,5.1
2007,Montgomery County,Texas,"Montgomery County, TX",April,2007-04-01,664,149066732,168700,3839,5.3
2007,Montgomery County,Texas,"Montgomery County, TX",May,2007-05-01,847,199381986,175100,3967,5.5
2007,Montgomery County,Texas,"Montgomery County, TX",June,2007-06-01,855,207022258,179600,4115,5.8
2007,Montgomery County,Texas,"Montgomery County, TX",July,2007-07-01,801,197583189,185600,3937,5.6
2007,Montgomery County,Texas,"Montgomery County, TX",August,2007-08-01,881,214542345,175400,3902,5.5
2007,Montgomery County,Texas,"Montgomery County, TX",September,2007-09-01,565,136175292,171700,3942,5.6
2007,Montgomery County,Texas,"Montgomery County, TX",October,2007-10-01,589,130581930,166700,3947,5.7
2007,Montgomery County,Texas,"Montgomery County, TX",November,2007-11-01,539,118134004,171700,3824,5.6
2007,Montgomery County,Texas,"Montgomery County, TX",December,2007-12-01,542,126141072,167200,3639,5.4
2007,Nacogdoches,Texas,"Nacogdoches, TX",January,2007-01-01,29,3605000,103300,182,4.3
2007,Nacogdoches,Texas,"Nacogdoches, TX",February,2007-02-01,32,3945000,100000,NA,NA
2007,Nacogdoches,Texas,"Nacogdoches, TX",March,2007-03-01,27,3990000,135000,205,5.1
2007,Nacogdoches,Texas,"Nacogdoches, TX",April,2007-04-01,27,5150000,150000,NA,NA
2007,Nacogdoches,Texas,"Nacogdoches, TX",May,2007-05-01,43,5175000,87000,NA,NA
2007,Nacogdoches,Texas,"Nacogdoches, TX",June,2007-06-01,47,6630000,131200,NA,NA
2007,Nacogdoches,Texas,"Nacogdoches, TX",July,2007-07-01,38,6195000,136700,223,6
2007,Nacogdoches,Texas,"Nacogdoches, TX",August,2007-08-01,48,6410000,100000,NA,NA
2007,Nacogdoches,Texas,"Nacogdoches, TX",September,2007-09-01,37,5845000,141700,244,6.6
2007,Nacogdoches,Texas,"Nacogdoches, TX",October,2007-10-01,31,5275000,125000,NA,NA
2007,Nacogdoches,Texas,"Nacogdoches, TX",November,2007-11-01,29,3225000,85000,221,6.3
2007,Nacogdoches,Texas,"Nacogdoches, TX",December,2007-12-01,21,3560000,135000,220,6.5
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",January,2007-01-01,520,116200015,155400,3518,4.3
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",February,2007-02-01,596,134151687,156900,3602,4.4
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",March,2007-03-01,814,177077676,155400,3897,4.8
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",April,2007-04-01,775,180110955,161700,4004,4.9
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",May,2007-05-01,867,211691329,171700,4079,5
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",June,2007-06-01,1029,256109705,169600,4110,5.1
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",July,2007-07-01,895,213494969,171000,4110,5.2
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",August,2007-08-01,890,220379793,173300,3980,5.1
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",September,2007-09-01,658,154367163,163800,3943,5.1
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",October,2007-10-01,629,140312067,161900,3853,5.1
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",November,2007-11-01,658,148449740,165200,3664,4.9
2007,NE Tarrant County,Texas,"NE Tarrant County, TX",December,2007-12-01,548,120029694,161700,3330,4.5
2007,Odessa,Texas,"Odessa, TX",January,2007-01-01,84,9950000,105700,NA,NA
2007,Odessa,Texas,"Odessa, TX",February,2007-02-01,116,14590000,105500,NA,NA
2007,Odessa,Texas,"Odessa, TX",March,2007-03-01,110,13465000,98300,NA,NA
2007,Odessa,Texas,"Odessa, TX",April,2007-04-01,112,14140000,109200,NA,NA
2007,Odessa,Texas,"Odessa, TX",May,2007-05-01,125,15920000,110000,NA,NA
2007,Odessa,Texas,"Odessa, TX",June,2007-06-01,142,22000000,123000,NA,NA
2007,Odessa,Texas,"Odessa, TX",July,2007-07-01,122,16940000,126000,NA,NA
2007,Odessa,Texas,"Odessa, TX",August,2007-08-01,144,19300000,122100,NA,NA
2007,Odessa,Texas,"Odessa, TX",September,2007-09-01,106,15035000,121300,NA,NA
2007,Odessa,Texas,"Odessa, TX",October,2007-10-01,112,14995000,103300,NA,NA
2007,Odessa,Texas,"Odessa, TX",November,2007-11-01,98,12415000,112500,NA,NA
2007,Odessa,Texas,"Odessa, TX",December,2007-12-01,79,11220000,121100,NA,NA
2007,Paris,Texas,"Paris, TX",January,2007-01-01,34,3640000,87500,239,5.4
2007,Paris,Texas,"Paris, TX",February,2007-02-01,44,3990000,75000,199,4.5
2007,Paris,Texas,"Paris, TX",March,2007-03-01,58,5140000,66000,320,6.9
2007,Paris,Texas,"Paris, TX",April,2007-04-01,41,3930000,77000,379,8.2
2007,Paris,Texas,"Paris, TX",May,2007-05-01,45,3825000,80800,389,8.4
2007,Paris,Texas,"Paris, TX",June,2007-06-01,51,5370000,82100,362,7.8
2007,Paris,Texas,"Paris, TX",July,2007-07-01,36,3935000,88300,401,9.6
2007,Paris,Texas,"Paris, TX",August,2007-08-01,56,5315000,76700,385,9.1
2007,Paris,Texas,"Paris, TX",September,2007-09-01,36,4490000,90000,375,8.8
2007,Paris,Texas,"Paris, TX",October,2007-10-01,35,3505000,79000,395,9.3
2007,Paris,Texas,"Paris, TX",November,2007-11-01,28,2370000,75000,383,9.2
2007,Paris,Texas,"Paris, TX",December,2007-12-01,25,2320000,63800,367,9
2007,Port Arthur,Texas,"Port Arthur, TX",January,2007-01-01,56,6400000,86700,327,4
2007,Port Arthur,Texas,"Port Arthur, TX",February,2007-02-01,76,8395000,100000,353,4.3
2007,Port Arthur,Texas,"Port Arthur, TX",March,2007-03-01,83,9020000,87200,385,4.7
2007,Port Arthur,Texas,"Port Arthur, TX",April,2007-04-01,97,10540000,101100,411,4.9
2007,Port Arthur,Texas,"Port Arthur, TX",May,2007-05-01,97,12495000,111200,411,4.9
2007,Port Arthur,Texas,"Port Arthur, TX",June,2007-06-01,106,15220000,109100,442,5.2
2007,Port Arthur,Texas,"Port Arthur, TX",July,2007-07-01,94,11635000,122500,495,5.7
2007,Port Arthur,Texas,"Port Arthur, TX",August,2007-08-01,96,13065000,112700,520,6
2007,Port Arthur,Texas,"Port Arthur, TX",September,2007-09-01,71,8630000,99400,551,6.5
2007,Port Arthur,Texas,"Port Arthur, TX",October,2007-10-01,96,11305000,94000,516,6.1
2007,Port Arthur,Texas,"Port Arthur, TX",November,2007-11-01,76,10955000,127500,511,5.9
2007,Port Arthur,Texas,"Port Arthur, TX",December,2007-12-01,72,10275000,117800,523,6.2
2007,San Angelo,Texas,"San Angelo, TX",January,2007-01-01,90,9945000,91200,300,2.3
2007,San Angelo,Texas,"San Angelo, TX",February,2007-02-01,97,11235000,92800,349,2.7
2007,San Angelo,Texas,"San Angelo, TX",March,2007-03-01,137,15490000,93800,274,2.1
2007,San Angelo,Texas,"San Angelo, TX",April,2007-04-01,136,17080000,100000,309,2.3
2007,San Angelo,Texas,"San Angelo, TX",May,2007-05-01,142,17520000,110000,283,2.1
2007,San Angelo,Texas,"San Angelo, TX",June,2007-06-01,159,22160000,118900,182,1.4
2007,San Angelo,Texas,"San Angelo, TX",July,2007-07-01,155,20500000,113900,334,2.5
2007,San Angelo,Texas,"San Angelo, TX",August,2007-08-01,183,23140000,111500,378,2.9
2007,San Angelo,Texas,"San Angelo, TX",September,2007-09-01,128,15225000,99000,347,2.6
2007,San Angelo,Texas,"San Angelo, TX",October,2007-10-01,130,17530000,105500,419,3.1
2007,San Angelo,Texas,"San Angelo, TX",November,2007-11-01,114,15545000,115700,448,3.4
2007,San Angelo,Texas,"San Angelo, TX",December,2007-12-01,121,16440000,115000,398,3
2007,San Antonio,Texas,"San Antonio, TX",January,2007-01-01,1421,240444609,142400,9696,4.4
2007,San Antonio,Texas,"San Antonio, TX",February,2007-02-01,1701,299078925,143100,10388,4.8
2007,San Antonio,Texas,"San Antonio, TX",March,2007-03-01,2139,371754181,145700,10785,5
2007,San Antonio,Texas,"San Antonio, TX",April,2007-04-01,2107,380162073,145000,11563,5.3
2007,San Antonio,Texas,"San Antonio, TX",May,2007-05-01,2478,447033120,147200,12256,5.7
2007,San Antonio,Texas,"San Antonio, TX",June,2007-06-01,2443,472051800,157200,12718,6
2007,San Antonio,Texas,"San Antonio, TX",July,2007-07-01,2372,438039518,152300,12946,6.1
2007,San Antonio,Texas,"San Antonio, TX",August,2007-08-01,2409,450041817,151500,12857,6.1
2007,San Antonio,Texas,"San Antonio, TX",September,2007-09-01,1885,335779547,146600,12884,6.2
2007,San Antonio,Texas,"San Antonio, TX",October,2007-10-01,1722,296749662,144400,13103,6.4
2007,San Antonio,Texas,"San Antonio, TX",November,2007-11-01,1591,280035900,145000,12578,6.2
2007,San Antonio,Texas,"San Antonio, TX",December,2007-12-01,1689,306775579,148500,11843,5.9
2007,San Marcos,Texas,"San Marcos, TX",January,2007-01-01,16,2560000,160000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",February,2007-02-01,21,3815000,135000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",March,2007-03-01,40,6525000,117500,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",April,2007-04-01,28,4530000,137500,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",May,2007-05-01,42,5960000,108000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",June,2007-06-01,38,5350000,132000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",July,2007-07-01,47,7790000,150000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",August,2007-08-01,36,5995000,140000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",September,2007-09-01,18,3295000,180000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",October,2007-10-01,16,2575000,150000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",November,2007-11-01,17,3505000,195000,NA,NA
2007,San Marcos,Texas,"San Marcos, TX",December,2007-12-01,13,2550000,165000,NA,NA
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",January,2007-01-01,98,11086928,91200,1106,8.7
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",February,2007-02-01,104,12043808,103300,1120,8.8
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",March,2007-03-01,136,15270345,90000,1153,9
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",April,2007-04-01,147,19692375,95800,1161,8.9
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",May,2007-05-01,138,16907560,98200,1191,9.1
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",June,2007-06-01,141,17069700,105000,1218,9.4
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",July,2007-07-01,116,15626575,96400,1196,9.4
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",August,2007-08-01,142,18258470,104000,1242,10.1
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",September,2007-09-01,120,13593354,100000,1221,9.8
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",October,2007-10-01,104,11585074,101100,1219,9.9
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",November,2007-11-01,115,13955135,96900,1149,9.3
2007,Sherman-Denison,Texas,"Sherman-Denison, TX",December,2007-12-01,87,10064729,92100,1071,8.9
2007,South Padre Island,Texas,"South Padre Island, TX",January,2007-01-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",February,2007-02-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",March,2007-03-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",April,2007-04-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",May,2007-05-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",June,2007-06-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",July,2007-07-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",August,2007-08-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",September,2007-09-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",October,2007-10-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",November,2007-11-01,NA,NA,NA,NA,NA
2007,South Padre Island,Texas,"South Padre Island, TX",December,2007-12-01,NA,NA,NA,NA,NA
